1,-78.6962749,35.7271225,-0.017,"(-0.0012907804921269417,-0.022785387933254242,-0.0010539217619225383)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:05:55.279710,6,10
2,-78.6962749,35.7271225,-0.017,"(-0.0012892181985080242,-0.02286648564040661,-0.0010597805958241224)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:05:56.280198,6,10
3,-78.6962749,35.7271225,-0.017,"(-0.0012837088434025645,-0.022941498085856438,-0.0010609399760141969)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:05:57.281029,6,10
4,-78.6962749,35.7271225,-0.017,"(-0.0012663962552323937,-0.022999268025159836,-0.0010600346140563488)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:05:58.282209,6,10
5,-78.6962749,35.7271225,-0.017,"(-0.0012565666111186147,-0.023052243515849113,-0.0010658435057848692)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:05:59.283326,6,10
6,-78.6962749,35.7271225,-0.017,"(-0.001264236751012504,-0.02313085086643696,-0.0010691870702430606)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:00.284283,6,10
7,-78.6962749,35.7271225,-0.017,"(-0.0012775372015312314,-0.02318856678903103,-0.0010642880806699395)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:01.284591,6,10
8,-78.6962749,35.7271225,-0.017,"(-0.0012786953011527658,-0.023245956748723984,-0.0010607718722894788)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:02.284916,6,10
9,-78.6962749,35.7271225,-0.017,"(-0.0012737438082695007,-0.023283207789063454,-0.0010574148036539555)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:03.286054,6,10
10,-78.6962749,35.7271225,-0.017,"(-0.0012804410653188825,-0.023327602073550224,-0.0010777529096230865)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:04.286520,6,10
11,-78.6962749,35.7271225,-0.017,"(-0.0012736859498545527,-0.02337362989783287,-0.0010621134424582124)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:05.287036,6,10
12,-78.6962749,35.7271225,-0.017,"(-0.0012738887453451753,-0.02341504953801632,-0.0010656380327418447)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:06.287465,6,10
13,-78.6962749,35.7271225,-0.017,"(-0.00126568169798702,-0.023461664095520973,-0.0010512757580727339)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:07.288431,6,10
14,-78.6962749,35.7271225,-0.017,"(-0.0012656713370233774,-0.0235014446079731,-0.0010608580196276307)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:08.288664,6,10
15,-78.6962749,35.7271225,-0.017,"(-0.0012616486055776477,-0.02353513427078724,-0.001051605911925435)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:09.288964,6,10
16,-78.6962749,35.7271225,-0.017,"(-0.0012624154333025217,-0.023548023775219917,-0.0010431994451209903)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:10.289762,6,10
17,-78.6962749,35.7271225,-0.017,"(-0.0012612041318789124,-0.02356916107237339,-0.0010336587438359857)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:11.291841,6,10
18,-78.6962749,35.7271225,-0.017,"(-0.0012723172549158335,-0.023613514378666878,-0.0010508917039260268)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:12.292554,6,10
19,-78.6962749,35.7271225,-0.017,"(-0.0012750645400956273,-0.02363884635269642,-0.0010621689725667238)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:13.293435,6,10
20,-78.6962749,35.7271225,-0.017,"(-0.0012817468959838152,-0.023653168231248856,-0.0010813026456162333)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:14.294423,6,10
21,-78.6962749,35.7271225,-0.017,"(-0.001255713403224945,-0.023674095049500465,-0.0010848090751096606)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:15.295122,6,10
22,-78.6962749,35.7271225,-0.017,"(-0.0012642254587262869,-0.023708900436758995,-0.0010755674447864294)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:16.296042,6,10
23,-78.6962749,35.7271225,-0.017,"(-0.0012640104396268725,-0.023731542751193047,-0.001079772599041462)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:17.296730,6,10
24,-78.6962749,35.7271225,-0.017,"(-0.001261456636711955,-0.02375395968556404,-0.0010723312152549624)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:18.297609,6,10
25,-78.6962749,35.7271225,-0.017,"(-0.0012602796778082848,-0.02376631461083889,-0.0010682601714506745)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:19.298605,6,10
26,-78.6962749,35.7271225,-0.017,"(-0.0012631386052817106,-0.023787567391991615,-0.001069039455614984)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:20.299607,6,10
27,-78.6962749,35.7271225,-0.017,"(-0.0012584362411871552,-0.023816222324967384,-0.0010593202896416187)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:21.300615,6,10
28,-78.6962749,35.7271225,-0.017,"(-0.0012621566420421004,-0.023819126188755035,-0.0010551020968705416)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:22.301320,6,10
29,-78.6962749,35.7271225,-0.017,"(-0.0012683107051998377,-0.0238326545804739,-0.0010401277104392648)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:23.301964,6,10
30,-78.6962749,35.7271225,-0.017,"(-0.00126764050219208,-0.023830892518162727,-0.0010383827611804008)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:24.302765,6,10
31,-78.6962749,35.7271225,-0.017,"(-0.0012787692248821259,-0.023837478831410408,-0.001038497081026435)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:25.303583,6,10
32,-78.6962749,35.7271225,-0.017,"(-0.0012682091910392046,-0.02385077066719532,-0.001040377072058618)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:26.304141,6,10
33,-78.6962749,35.7271225,-0.017,"(-0.001263733603991568,-0.023847822099924088,-0.001050420687533915)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:27.305040,6,10
34,-78.6962749,35.7271225,-0.017,"(-0.0012544011697173119,-0.02384493127465248,-0.0010491369757801294)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:28.305676,6,10
35,-78.6962749,35.7271225,-0.017,"(-0.0012600778136402369,-0.02385048009455204,-0.0010593857150524855)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:29.305941,6,10
36,-78.6962749,35.7271225,-0.017,"(-0.001257388386875391,-0.023845864459872246,-0.0010530207073315978)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:30.306214,6,10
37,-78.6962749,35.7271225,-0.017,"(-0.001260710647329688,-0.02384529821574688,-0.0010619832901284099)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:31.306911,6,10
38,-78.6962749,35.7271225,-0.017,"(-0.001256933668628335,-0.023836717009544373,-0.0010540054645389318)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:32.307760,6,10
39,-78.6962749,35.7271225,-0.017,"(-0.0012693626340478659,-0.02383856102824211,-0.0010546027915552258)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:33.309716,6,10
40,-78.6962749,35.7271225,-0.017,"(-0.0012675296748057008,-0.02383880503475666,-0.0010530347935855389)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:34.310323,6,10
41,-78.6962749,35.7271225,-0.017,"(-0.0012783154379576445,-0.023829855024814606,-0.0010578107321634889)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:35.310820,6,10
42,-78.6962749,35.7271225,-0.017,"(-0.0012816383969038725,-0.023816464468836784,-0.0010593326296657324)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:36.311942,6,10
43,-78.6962749,35.7271225,-0.017,"(-0.0012955915881320834,-0.023820798844099045,-0.0010637041414156556)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:37.312160,6,10
44,-78.6962749,35.7271225,-0.017,"(-0.0012916869018226862,-0.023813975974917412,-0.0010593063198029995)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:38.312995,6,10
45,-78.6962749,35.7271225,-0.017,"(-0.0012862818548455834,-0.02379833534359932,-0.0010572473984211683)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:39.314805,6,10
46,-78.6962749,35.7271225,-0.017,"(-0.001277931616641581,-0.023788031190633774,-0.0010472378926351666)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:40.315825,6,10
47,-78.6962749,35.7271225,-0.017,"(-0.0012764267157763243,-0.02375951036810875,-0.0010563659016042948)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:41.316496,6,10
48,-78.6962749,35.7271225,-0.017,"(-0.0012551428517326713,-0.023759957402944565,-0.0010633502388373017)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:42.317173,6,10
49,-78.6962749,35.7271225,-0.017,"(-0.0012520862510427833,-0.023746609687805176,-0.0010607311269268394)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:43.317454,6,10
50,-78.6962749,35.7271225,-0.017,"(-0.0012580305337905884,-0.02374594658613205,-0.0010590404272079468)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:44.318642,6,10
51,-78.6962749,35.7271225,-0.017,"(-0.0012544405180960894,-0.023734938353300095,-0.00104840740095824)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:45.319831,6,10
52,-78.6962749,35.7271225,-0.017,"(-0.0012668814742937684,-0.02372545748949051,-0.001055767759680748)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:46.320369,6,10
53,-78.6962749,35.7271225,0.002,"(-0.001272485009394586,-0.023721907287836075,-0.0010500217322260141)","(0.01,-0.01,0.0)",12.587,2025-03-14 16:06:47.321005,6,10
54,-78.6962749,35.7271225,0.002,"(-0.0014293459244072437,-0.023703558370471,-0.001210837159305811)","(0.0,0.0,0.0)",12.587,2025-03-14 16:06:48.322809,6,10
55,-78.6962749,35.7271225,0.002,"(-0.001705908332951367,-0.02370242401957512,-0.0014971391065046191)","(0.0,0.0,0.0)",12.587,2025-03-14 16:06:49.323694,6,10
56,-78.6962749,35.7271225,0.002,"(-0.0020142956636846066,-0.02372376248240471,-0.001807701075449586)","(0.0,0.0,0.0)",12.587,2025-03-14 16:06:50.325538,6,10
57,-78.6962749,35.7271225,0.002,"(-0.002334068063646555,-0.02377001754939556,-0.002122970763593912)","(0.0,0.0,0.0)",12.587,2025-03-14 16:06:51.326065,6,10
58,-78.6962749,35.7271225,0.002,"(-0.002654497977346182,-0.0238255113363266,-0.0024451545905321836)","(0.0,0.0,0.0)",12.587,2025-03-14 16:06:52.326454,6,10
